MSISDN,CurrentOfferCode,NewOfferCode
0901000823,MIX_100,MIX_500
0901000824,MIX_100,MIX_500
0901000825,MIX_100,MIX_500
0901000826,MIX_100,MIX_500
0901000827,MIX_100,MIX_500
0901000828,MIX_100,MIX_500
0901000829,MIX_100,MIX_500
0901000830,MIX_100,MIX_500
0901000831,MIX_100,MIX_500
0901000832,MIX_100,MIX_500
0901000833,MIX_100,MIX_500
0901000834,MIX_100,MIX_500
0901000835,MIX_100,MIX_500
0901000836,MIX_100,MIX_500
0901000837,MIX_100,MIX_500
0901000838,MIX_100,MIX_500
0901000839,MIX_100,MIX_500
0901000840,MIX_100,MIX_500
0901000841,MIX_100,MIX_500
0901000842,MIX_100,MIX_500
0901000843,MIX_100,MIX_500
0901000844,MIX_100,MIX_500
0901000845,MIX_100,MIX_500
0901000846,MIX_100,MIX_500
0901000847,MIX_100,MIX_500
0901000848,MIX_100,MIX_500
0901000849,MIX_100,MIX_500
0901000850,MIX_100,MIX_500
0901000851,MIX_100,MIX_500
0901000852,MIX_100,MIX_500
0901000853,MIX_100,MIX_500
0901000854,MIX_100,MIX_500
0901000855,MIX_100,MIX_500
0901000856,MIX_100,MIX_500
0901000857,MIX_100,MIX_500
0901000858,MIX_100,MIX_500
0901000859,MIX_100,MIX_500
0901000860,MIX_100,MIX_500
0901000861,MIX_100,MIX_500
0901000862,MIX_100,MIX_500
0901000863,MIX_100,MIX_500
0901000864,MIX_100,MIX_500
0901000865,MIX_100,MIX_500
0901000866,MIX_100,MIX_500
0901000867,MIX_100,MIX_500
0901000868,MIX_100,MIX_500
0901000869,MIX_100,MIX_500
0901000870,MIX_100,MIX_500
0901000871,MIX_100,MIX_500
0901000872,MIX_100,MIX_500
0901000873,MIX_100,MIX_500
0901000874,MIX_100,MIX_500
0901000875,MIX_100,MIX_500
0901000876,MIX_100,MIX_500
0901000877,MIX_100,MIX_500
0901000878,MIX_100,MIX_500
0901000879,MIX_100,MIX_500
0901000880,MIX_100,MIX_500
0901000881,MIX_100,MIX_500
0901000882,MIX_100,MIX_500
0901000883,MIX_100,MIX_500
0901000884,MIX_100,MIX_500
0901000885,MIX_100,MIX_500
0901000886,MIX_100,MIX_500
0901000887,MIX_100,MIX_500
0901000888,MIX_100,MIX_500
0901000889,MIX_100,MIX_500
0901000890,MIX_100,MIX_500
0901000891,MIX_100,MIX_500
0901000892,MIX_100,MIX_500
0901000893,MIX_100,MIX_500
0901000894,MIX_100,MIX_500
0901000895,MIX_100,MIX_500
0901000896,MIX_100,MIX_500
0901000897,MIX_100,MIX_500
0901000898,MIX_100,MIX_500
0901000899,MIX_100,MIX_500
,MIX_500,
0901000901,MIX_100,MIX_500
0901000902,MIX_100,MIX_500
0901000903,MIX_100,MIX_500
0901000904,MIX_100,MIX_500
0901000905,MIX_100,MIX_500
0901000906,MIX_100,MIX_500
0901000907,MIX_100,MIX_500
0901000908,MIX_100,MIX_500
0901000909,MIX_100,MIX_500
0901000910,MIX_100,MIX_500
0901000911,MIX_100,MIX_500
0901000912,MIX_100,MIX_500
0901000913,MIX_100,MIX_500
0901000914,MIX_100,MIX_500
0901000915,MIX_100,MIX_500
0901000916,MIX_100,MIX_500
0901000917,MIX_100,MIX_500
0901000918,MIX_100,MIX_500
0901000919,MIX_100,MIX_500
0901000920,MIX_100,MIX_500
0901000921,MIX_100,MIX_500
0901000922,MIX_100,MIX_500
0901000923,MIX_100,MIX_500
0901000924,MIX_100,MIX_500
0901000925,MIX_100,MIX_500
0901000926,MIX_100,MIX_500
0901000927,MIX_100,MIX_500
0901000928,MIX_100,MIX_500
0901000929,MIX_100,MIX_500
0901000930,MIX_100,MIX_500
0901000931,MIX_100,MIX_500
0901000932,MIX_100,MIX_500
0901000933,MIX_100,MIX_500
0901000934,MIX_100,MIX_500
0901000935,MIX_100,MIX_500
0901000936,MIX_100,MIX_500
0901000937,MIX_100,MIX_500
0901000938,MIX_100,MIX_500
0901000939,MIX_100,MIX_500
0901000940,MIX_100,MIX_500
0901000941,MIX_100,MIX_500
0901000942,MIX_100,MIX_500
0901000943,MIX_100,MIX_500
0901000944,MIX_100,MIX_500
0901000945,MIX_100,MIX_500
0901000946,MIX_100,MIX_500
0901000947,MIX_100,MIX_500
0901000948,MIX_100,MIX_500
0901000949,MIX_100,MIX_500
0901000950,MIX_100,MIX_500
0901000951,MIX_100,MIX_500
0901000952,MIX_100,MIX_500
0901000953,MIX_100,MIX_500
0901000954,MIX_100,MIX_500
0901000955,MIX_100,MIX_500
0901000956,MIX_100,MIX_500
0901000957,MIX_100,MIX_500
0901000958,MIX_100,MIX_500
0901000959,MIX_100,MIX_500
0901000960,MIX_100,MIX_500
0901000961,MIX_100,MIX_500
0901000962,MIX_100,MIX_500
0901000963,MIX_100,MIX_500
0901000964,MIX_100,MIX_500
0901000965,MIX_100,MIX_500
0901000966,MIX_100,MIX_500
0901000967,MIX_100,MIX_500
0901000968,MIX_100,MIX_500
0901000969,MIX_100,MIX_500
0901000970,MIX_100,MIX_500
0901000971,MIX_100,MIX_500
0901000972,MIX_100,MIX_500
0901000973,MIX_100,MIX_500
0901000974,MIX_100,MIX_500
0901000975,MIX_100,MIX_500
0901000976,MIX_100,MIX_500
0901000977,MIX_100,MIX_500
0901000978,MIX_100,MIX_500
0901000979,MIX_100,MIX_500
0901000980,MIX_100,MIX_500
0901000981,MIX_100,MIX_500
0901000982,MIX_100,MIX_500
0901000983,MIX_100,MIX_500
0901000984,MIX_100,MIX_500
0901000985,MIX_100,MIX_500
0901000986,MIX_100,MIX_500
0901000987,MIX_100,MIX_500
0901000988,MIX_100,MIX_500
0901000989,MIX_100,MIX_500
0901000990,MIX_100,MIX_500
0901000991,MIX_100,MIX_500
0901000992,MIX_100,MIX_500
0901000993,MIX_100,MIX_500
0901000994,MIX_100,MIX_500
0901000995,MIX_100,MIX_500
0901000996,MIX_100,MIX_500
0901000997,MIX_100,MIX_500
0901000998,MIX_100,MIX_500
0901000999,MIX_100,MIX_500
0901001000,MIX_100,MIX_500
0901001001,MIX_100,MIX_500
0901001002,MIX_100,MIX_500
0901001003,MIX_100,MIX_500
0901001004,MIX_100,MIX_500
0901001005,MIX_100,MIX_500
0901001006,MIX_100,MIX_500
0901001007,MIX_100,MIX_500
0901001008,MIX_100,MIX_500
0901001009,MIX_100,MIX_500
0901001010,MIX_100,MIX_500
0901001011,MIX_100,MIX_500
0901001012,MIX_100,MIX_500
0901001013,MIX_100,MIX_500
0901001014,MIX_100,MIX_500
0901001015,MIX_100,MIX_500
0901001016,MIX_100,MIX_500
0901001017,MIX_100,MIX_500
0901001018,MIX_100,MIX_500
0901001019,MIX_100,MIX_500
0901001020,MIX_100,MIX_500
0901001021,MIX_100,MIX_500
0901001022,MIX_100,MIX_500
0901001023,MIX_100,MIX_500
0901001024,MIX_100,MIX_500
0901001025,MIX_100,MIX_500
0901001026,MIX_100,MIX_500
0901001027,MIX_100,MIX_500
0901001028,MIX_100,MIX_500
0901001029,MIX_100,MIX_500
0901001030,MIX_100,MIX_500
0901001031,MIX_100,MIX_500
0901001032,MIX_100,MIX_500
0901001033,MIX_100,MIX_500
0901001034,MIX_100,MIX_500
0901001035,MIX_100,MIX_500
0901001036,MIX_100,MIX_500
0901001037,MIX_100,MIX_500
0901001038,MIX_100,MIX_500
0901001039,MIX_100,MIX_500
0901001040,MIX_100,MIX_500
0901001041,MIX_100,MIX_500
0901001042,MIX_100,MIX_500
0901001043,MIX_100,MIX_500
0901001044,MIX_100,MIX_500
0901001045,MIX_100,MIX_500
0901001046,MIX_100,MIX_500
0901001047,MIX_100,MIX_500
0901001048,MIX_100,MIX_500
0901001049,MIX_100,MIX_500
0901001050,MIX_100,MIX_500
0901001051,MIX_100,MIX_500
0901001052,MIX_100,MIX_500
0901001053,MIX_100,MIX_500
0901001054,MIX_100,MIX_500
0901001055,MIX_100,MIX_500
0901001056,MIX_100,MIX_500
0901001057,MIX_100,MIX_500
0901001058,MIX_100,MIX_500
0901001059,MIX_100,MIX_500
0901001060,MIX_100,MIX_500
0901001061,MIX_100,MIX_500
0901001062,MIX_100,MIX_500
0901001063,MIX_100,MIX_500
0901001064,MIX_100,MIX_500
0901001065,MIX_100,MIX_500
0901001066,MIX_100,MIX_500
0901001067,MIX_100,MIX_500
0901001068,MIX_100,MIX_500
0901001069,MIX_100,MIX_500
0901001070,MIX_100,MIX_500
0901001071,MIX_100,MIX_500
0901001072,MIX_100,MIX_500
0901001073,MIX_100,MIX_500
0901001074,MIX_100,MIX_500
0901001075,MIX_100,MIX_500
0901001076,MIX_100,MIX_500
0901001077,MIX_100,MIX_500
0901001078,MIX_100,MIX_500
0901001079,MIX_100,MIX_500
0901001080,MIX_100,MIX_500
0901001081,MIX_100,MIX_500
0901001082,MIX_100,MIX_500
0901001083,MIX_100,MIX_500
0901001084,MIX_100,MIX_500
0901001085,MIX_100,MIX_500
0901001086,MIX_100,MIX_500
0901001087,MIX_100,MIX_500
0901001088,MIX_100,MIX_500
0901001089,MIX_100,MIX_500
0901001090,MIX_100,MIX_500
0901001091,MIX_100,MIX_500
0901001092,MIX_100,MIX_500
0901001093,MIX_100,MIX_500
0901001094,MIX_100,MIX_500
0901001095,MIX_100,MIX_500
0901001096,MIX_100,MIX_500
0901001097,MIX_100,MIX_500
0901001098,MIX_100,MIX_500
0901001099,MIX_100,MIX_500
0901001100,MIX_100,MIX_500
,MIX_500,
0901001102,MIX_100,MIX_500
0901001103,MIX_100,MIX_500
0901001104,MIX_100,MIX_500
0901001105,MIX_100,MIX_500
0901001106,MIX_100,MIX_500
0901001107,MIX_100,MIX_500
0901001108,MIX_100,MIX_500
0901001109,MIX_100,MIX_500
0901001110,MIX_100,MIX_500
0901001111,MIX_100,MIX_500
0901001112,MIX_100,MIX_500
0901001113,MIX_100,MIX_500
0901001114,MIX_100,MIX_500
0901001115,MIX_100,MIX_500
0901001116,MIX_100,MIX_500
0901001117,MIX_100,MIX_500
0901001118,MIX_100,MIX_500
0901001119,MIX_100,MIX_500
0901001120,MIX_100,MIX_500
0901001121,MIX_100,MIX_500
0901001122,MIX_100,MIX_500
0901001123,MIX_100,MIX_500
0901001124,MIX_100,MIX_500
0901001125,MIX_100,MIX_500
0901001126,MIX_100,MIX_500
0901001127,MIX_100,MIX_500
0901001128,MIX_100,MIX_500
0901001129,MIX_100,MIX_500
0901001130,MIX_100,MIX_500
0901001131,MIX_100,MIX_500
0901001132,MIX_100,MIX_500
0901001133,MIX_100,MIX_500
0901001134,MIX_100,MIX_500
0901001135,MIX_100,MIX_500
0901001136,MIX_100,MIX_500
0901001137,MIX_100,MIX_500
0901001138,MIX_100,MIX_500
0901001139,MIX_100,MIX_500
0901001140,MIX_100,MIX_500
0901001141,MIX_100,MIX_500
0901001142,MIX_100,MIX_500
0901001143,MIX_100,MIX_500
0901001144,MIX_100,MIX_500
0901001145,MIX_100,MIX_500
0901001146,MIX_100,MIX_500
0901001147,MIX_100,MIX_500
0901001148,MIX_100,MIX_500
0901001149,MIX_100,MIX_500
0901001150,MIX_100,MIX_500
0901001151,MIX_100,MIX_500
0901001152,MIX_100,MIX_500
0901001153,MIX_100,MIX_500
0901001154,MIX_100,MIX_500
0901001155,MIX_100,MIX_500
0901001156,MIX_100,MIX_500
0901001157,MIX_100,MIX_500
0901001158,MIX_100,MIX_500
0901001159,MIX_100,MIX_500
0901001160,MIX_100,MIX_500
0901001161,MIX_100,MIX_500
0901001162,MIX_100,MIX_500
0901001163,MIX_100,MIX_500
0901001164,MIX_100,MIX_500
0901001165,MIX_100,MIX_500
0901001166,MIX_100,MIX_500
0901001167,MIX_100,MIX_500
0901001168,MIX_100,MIX_500
0901001169,MIX_100,MIX_500
0901001170,MIX_100,MIX_500
0901001171,MIX_100,MIX_500
0901001172,MIX_100,MIX_500
0901001173,MIX_100,MIX_500
0901001174,MIX_100,MIX_500
0901001175,MIX_100,MIX_500
0901001176,MIX_100,MIX_500
0901001177,MIX_100,MIX_500
0901001178,MIX_100,MIX_500
0901001179,MIX_100,MIX_500
0901001180,MIX_100,MIX_500
0901001181,MIX_100,MIX_500
0901001182,MIX_100,MIX_500
0901001183,MIX_100,MIX_500
0901001184,MIX_100,MIX_500
0901001185,MIX_100,MIX_500
0901001186,MIX_100,MIX_500
0901001187,MIX_100,MIX_500
0901001188,MIX_100,MIX_500
0901001189,MIX_100,MIX_500
0901001190,MIX_100,MIX_500
0901001191,MIX_100,MIX_500
0901001192,MIX_100,MIX_500
0901001193,MIX_100,MIX_500
0901001194,MIX_100,MIX_500
0901001195,MIX_100,MIX_500
0901001196,MIX_100,MIX_500
0901001197,MIX_100,MIX_500
0901001198,MIX_100,MIX_500
0901001199,MIX_100,MIX_500
,MIX_500,
0901001201,MIX_100,MIX_500
0901001202,MIX_100,MIX_500
0901001203,MIX_100,MIX_500
0901001204,MIX_100,MIX_500
0901001205,MIX_100,MIX_500
0901001206,MIX_100,MIX_500
0901001207,MIX_100,MIX_500
0901001208,MIX_100,MIX_500
0901001209,MIX_100,MIX_500
0901001210,MIX_100,MIX_500
0901001211,MIX_100,MIX_500
0901001212,MIX_100,MIX_500
0901001213,MIX_100,MIX_500
0901001214,MIX_100,MIX_500
0901001215,MIX_100,MIX_500
0901001216,MIX_100,MIX_500
0901001217,MIX_100,MIX_500
0901001218,MIX_100,MIX_500
0901001219,MIX_100,MIX_500
0901001220,MIX_100,MIX_500
0901001221,MIX_100,MIX_500
0901001222,MIX_100,MIX_500
0901001223,MIX_100,MIX_500
0901001224,MIX_100,MIX_500
0901001225,MIX_100,MIX_500
0901001226,MIX_100,MIX_500
0901001227,MIX_100,MIX_500
0901001228,MIX_100,MIX_500
0901001229,MIX_100,MIX_500
0901001230,MIX_100,MIX_500
0901001231,MIX_100,MIX_500
0901001232,MIX_100,MIX_500
0901001233,MIX_100,MIX_500
0901001234,MIX_100,MIX_500
0901001235,MIX_100,MIX_500
0901001236,MIX_100,MIX_500
0901001237,MIX_100,MIX_500
0901001238,MIX_100,MIX_500
0901001239,MIX_100,MIX_500
0901001240,MIX_100,MIX_500
0901001241,MIX_100,MIX_500
0901001242,MIX_100,MIX_500
0901001243,MIX_100,MIX_500
0901001244,MIX_100,MIX_500
0901001245,MIX_100,MIX_500
0901001246,MIX_100,MIX_500
0901001247,MIX_100,MIX_500
0901001248,MIX_100,MIX_500
0901001249,MIX_100,MIX_500
0901001250,MIX_100,MIX_500
0901001251,MIX_100,MIX_500
0901001252,MIX_100,MIX_500
0901001253,MIX_100,MIX_500
0901001254,MIX_100,MIX_500
0901001255,MIX_100,MIX_500
0901001256,MIX_100,MIX_500
0901001257,MIX_100,MIX_500
0901001258,MIX_100,MIX_500
0901001259,MIX_100,MIX_500
0901001260,MIX_100,MIX_500
0901001261,MIX_100,MIX_500
0901001262,MIX_100,MIX_500
0901001263,MIX_100,MIX_500
0901001264,MIX_100,MIX_500
0901001265,MIX_100,MIX_500
0901001266,MIX_100,MIX_500
0901001267,MIX_100,MIX_500
0901001268,MIX_100,MIX_500
0901001269,MIX_100,MIX_500
0901001270,MIX_100,MIX_500
0901001271,MIX_100,MIX_500
0901001272,MIX_100,MIX_500
0901001273,MIX_100,MIX_500
0901001274,MIX_100,MIX_500
0901001275,MIX_100,MIX_500
0901001276,MIX_100,MIX_500
0901001277,MIX_100,MIX_500
0901001278,MIX_100,MIX_500
0901001279,MIX_100,MIX_500
0901001280,MIX_100,MIX_500
0901001281,MIX_100,MIX_500
0901001282,MIX_100,MIX_500
0901001283,MIX_100,MIX_500
0901001284,MIX_100,MIX_500
0901001285,MIX_100,MIX_500
0901001286,MIX_100,MIX_500
0901001287,MIX_100,MIX_500
0901001288,MIX_100,MIX_500
0901001289,MIX_100,MIX_500
0901001290,MIX_100,MIX_500
0901001291,MIX_100,MIX_500
0901001292,MIX_100,MIX_500
0901001293,MIX_100,MIX_500
0901001294,MIX_100,MIX_500
0901001295,MIX_100,MIX_500
0901001296,MIX_100,MIX_500
0901001297,MIX_100,MIX_500
0901001298,MIX_100,MIX_500
0901001299,MIX_100,MIX_500
0901001300,MIX_100,MIX_500
0901001301,MIX_100,MIX_500
0901001302,MIX_100,MIX_500
0901001303,MIX_100,MIX_500
0901001304,MIX_100,MIX_500
0901001305,MIX_100,MIX_500
0901001306,MIX_100,MIX_500
0901001307,MIX_100,MIX_500
0901001308,MIX_100,MIX_500
0901001309,MIX_100,MIX_500
0901001310,MIX_100,MIX_500
0901001311,MIX_100,MIX_500
0901001312,MIX_100,MIX_500
0901001313,MIX_100,MIX_500
0901001314,MIX_100,MIX_500
0901001315,MIX_100,MIX_500
0901001316,MIX_100,MIX_500
0901001317,MIX_100,MIX_500
0901001318,MIX_100,MIX_500
0901001319,MIX_100,MIX_500
0901001320,MIX_100,MIX_500
0901001321,MIX_100,MIX_500
0901001322,MIX_100,MIX_500
0901001323,MIX_100,MIX_500
0901001324,MIX_100,MIX_500
0901001325,MIX_100,MIX_500
0901001326,MIX_100,MIX_500
0901001327,MIX_100,MIX_500
0901001328,MIX_100,MIX_500
0901001329,MIX_100,MIX_500
0901001330,MIX_100,MIX_500
0901001331,MIX_100,MIX_500
0901001332,MIX_100,MIX_500
0901001333,MIX_100,MIX_500
0901001334,MIX_100,MIX_500
0901001335,MIX_100,MIX_500
0901001336,MIX_100,MIX_500
0901001337,MIX_100,MIX_500
0901001338,MIX_100,MIX_500
0901001339,MIX_100,MIX_500
0901001340,MIX_100,MIX_500
0901001341,MIX_100,MIX_500
0901001342,MIX_100,MIX_500
0901001343,MIX_100,MIX_500
0901001344,MIX_100,MIX_500
0901001345,MIX_100,MIX_500
0901001346,MIX_100,MIX_500
0901001347,MIX_100,MIX_500
0901001348,MIX_100,MIX_500
0901001349,MIX_100,MIX_500
0901001350,MIX_100,MIX_500
0901001351,MIX_100,MIX_500
0901001352,MIX_100,MIX_500
0901001353,MIX_100,MIX_500
0901001354,MIX_100,MIX_500
0901001355,MIX_100,MIX_500
0901001356,MIX_100,MIX_500
0901001357,MIX_100,MIX_500
0901001358,MIX_100,MIX_500
0901001359,MIX_100,MIX_500
0901001360,MIX_100,MIX_500
0901001361,MIX_100,MIX_500
0901001362,MIX_100,MIX_500
0901001363,MIX_100,MIX_500
0901001364,MIX_100,MIX_500
0901001365,MIX_100,MIX_500
0901001366,MIX_100,MIX_500
0901001367,MIX_100,MIX_500
0901001368,MIX_100,MIX_500
0901001369,MIX_100,MIX_500
0901001370,MIX_100,MIX_500
0901001371,MIX_100,MIX_500
0901001372,MIX_100,MIX_500
0901001373,MIX_100,MIX_500
0901001374,MIX_100,MIX_500
0901001375,MIX_100,MIX_500
0901001376,MIX_100,MIX_500
0901001377,MIX_100,MIX_500
0901001378,MIX_100,MIX_500
0901001379,MIX_100,MIX_500
0901001380,MIX_100,MIX_500
0901001381,MIX_100,MIX_500
0901001382,MIX_100,MIX_500
0901001383,MIX_100,MIX_500
0901001384,MIX_100,MIX_500
0901001385,MIX_100,MIX_500
0901001386,MIX_100,MIX_500
0901001387,MIX_100,MIX_500
0901001388,MIX_100,MIX_500
0901001389,MIX_100,MIX_500
0901001390,MIX_100,MIX_500
0901001391,MIX_100,MIX_500
0901001392,MIX_100,MIX_500
0901001393,MIX_100,MIX_500
0901001394,MIX_100,MIX_500
0901001395,MIX_100,MIX_500
0901001396,MIX_100,MIX_500
0901001397,MIX_100,MIX_500
0901001398,MIX_100,MIX_500
0901001399,MIX_100,MIX_500
0901001400,MIX_100,MIX_500
,MIX_500,
0901001402,MIX_100,MIX_500
0901001403,MIX_100,MIX_500
0901001404,MIX_100,MIX_500
0901001405,MIX_100,MIX_500
0901001406,MIX_100,MIX_500
0901001407,MIX_100,MIX_500
0901001408,MIX_100,MIX_500
0901001409,MIX_100,MIX_500
0901001410,MIX_100,MIX_500
0901001411,MIX_100,MIX_500
0901001412,MIX_100,MIX_500
0901001413,MIX_100,MIX_500
0901001414,MIX_100,MIX_500
0901001415,MIX_100,MIX_500
0901001416,MIX_100,MIX_500
0901001417,MIX_100,MIX_500
0901001418,MIX_100,MIX_500
0901001419,MIX_100,MIX_500
0901001420,MIX_100,MIX_500
0901001421,MIX_100,MIX_500
0901001422,MIX_100,MIX_500
0901001423,MIX_100,MIX_500
0901001424,MIX_100,MIX_500
0901001425,MIX_100,MIX_500
0901001426,MIX_100,MIX_500
0901001427,MIX_100,MIX_500
0901001428,MIX_100,MIX_500
0901001429,MIX_100,MIX_500
0901001430,MIX_100,MIX_500
0901001431,MIX_100,MIX_500
0901001432,MIX_100,MIX_500
0901001433,MIX_100,MIX_500
0901001434,MIX_100,MIX_500
0901001435,MIX_100,MIX_500
0901001436,MIX_100,MIX_500
0901001437,MIX_100,MIX_500
0901001438,MIX_100,MIX_500
0901001439,MIX_100,MIX_500
0901001440,MIX_100,MIX_500
0901001441,MIX_100,MIX_500
0901001442,MIX_100,MIX_500
0901001443,MIX_100,MIX_500
0901001444,MIX_100,MIX_500
0901001445,MIX_100,MIX_500
0901001446,MIX_100,MIX_500
0901001447,MIX_100,MIX_500
0901001448,MIX_100,MIX_500
0901001449,MIX_100,MIX_500
0901001450,MIX_100,MIX_500
0901001451,MIX_100,MIX_500
0901001452,MIX_100,MIX_500
0901001453,MIX_100,MIX_500
0901001454,MIX_100,MIX_500
0901001455,MIX_100,MIX_500
0901001456,MIX_100,MIX_500
0901001457,MIX_100,MIX_500
0901001458,MIX_100,MIX_500
0901001459,MIX_100,MIX_500
0901001460,MIX_100,MIX_500
0901001461,MIX_100,MIX_500
0901001462,MIX_100,MIX_500
0901001463,MIX_100,MIX_500
0901001464,MIX_100,MIX_500
0901001465,MIX_100,MIX_500
0901001466,MIX_100,MIX_500
0901001467,MIX_100,MIX_500
0901001468,MIX_100,MIX_500
0901001469,MIX_100,MIX_500
0901001470,MIX_100,MIX_500
0901001471,MIX_100,MIX_500
0901001472,MIX_100,MIX_500
0901001473,MIX_100,MIX_500
0901001474,MIX_100,MIX_500
0901001475,MIX_100,MIX_500
0901001476,MIX_100,MIX_500
0901001477,MIX_100,MIX_500
0901001478,MIX_100,MIX_500
0901001479,MIX_100,MIX_500
0901001480,MIX_100,MIX_500
0901001481,MIX_100,MIX_500
0901001482,MIX_100,MIX_500
0901001483,MIX_100,MIX_500
0901001484,MIX_100,MIX_500
0901001485,MIX_100,MIX_500
0901001486,MIX_100,MIX_500
0901001487,MIX_100,MIX_500
0901001488,MIX_100,MIX_500
0901001489,MIX_100,MIX_500
0901001490,MIX_100,MIX_500
0901001491,MIX_100,MIX_500
0901001492,MIX_100,MIX_500
0901001493,MIX_100,MIX_500
0901001494,MIX_100,MIX_500
0901001495,MIX_100,MIX_500
0901001496,MIX_100,MIX_500
0901001497,MIX_100,MIX_500
0901001498,MIX_100,MIX_500
0901001499,MIX_100,MIX_500
,MIX_500,
0901001501,MIX_100,MIX_500
0901001502,MIX_100,MIX_500
0901001503,MIX_100,MIX_500
0901001504,MIX_100,MIX_500
0901001505,MIX_100,MIX_500
0901001506,MIX_100,MIX_500
0901001507,MIX_100,MIX_500
0901001508,MIX_100,MIX_500
0901001509,MIX_100,MIX_500
0901001510,MIX_100,MIX_500
0901001511,MIX_100,MIX_500
0901001512,MIX_100,MIX_500
0901001513,MIX_100,MIX_500
0901001514,MIX_100,MIX_500
0901001515,MIX_100,MIX_500
0901001516,MIX_100,MIX_500
0901001517,MIX_100,MIX_500
0901001518,MIX_100,MIX_500
0901001519,MIX_100,MIX_500
0901001520,MIX_100,MIX_500
0901001521,MIX_100,MIX_500
0901001522,MIX_100,MIX_500
0901001523,MIX_100,MIX_500
0901001524,MIX_100,MIX_500
0901001525,MIX_100,MIX_500
0901001526,MIX_100,MIX_500
0901001527,MIX_100,MIX_500
0901001528,MIX_100,MIX_500
0901001529,MIX_100,MIX_500
0901001530,MIX_100,MIX_500
0901001531,MIX_100,MIX_500
0901001532,MIX_100,MIX_500
0901001533,MIX_100,MIX_500
0901001534,MIX_100,MIX_500
0901001535,MIX_100,MIX_500
0901001536,MIX_100,MIX_500
0901001537,MIX_100,MIX_500
0901001538,MIX_100,MIX_500
0901001539,MIX_100,MIX_500
0901001540,MIX_100,MIX_500
0901001541,MIX_100,MIX_500
0901001542,MIX_100,MIX_500
0901001543,MIX_100,MIX_500
0901001544,MIX_100,MIX_500
0901001545,MIX_100,MIX_500
0901001546,MIX_100,MIX_500
0901001547,MIX_100,MIX_500
0901001548,MIX_100,MIX_500
0901001549,MIX_100,MIX_500
0901001550,MIX_100,MIX_500
0901001551,MIX_100,MIX_500
0901001552,MIX_100,MIX_500
0901001553,MIX_100,MIX_500
0901001554,MIX_100,MIX_500
0901001555,MIX_100,MIX_500
0901001556,MIX_100,MIX_500
0901001557,MIX_100,MIX_500
0901001558,MIX_100,MIX_500
0901001559,MIX_100,MIX_500
0901001560,MIX_100,MIX_500
0901001561,MIX_100,MIX_500
0901001562,MIX_100,MIX_500
0901001563,MIX_100,MIX_500
0901001564,MIX_100,MIX_500
0901001565,MIX_100,MIX_500
0901001566,MIX_100,MIX_500
0901001567,MIX_100,MIX_500
0901001568,MIX_100,MIX_500
0901001569,MIX_100,MIX_500
0901001570,MIX_100,MIX_500
0901001571,MIX_100,MIX_500
0901001572,MIX_100,MIX_500
0901001573,MIX_100,MIX_500
0901001574,MIX_100,MIX_500
0901001575,MIX_100,MIX_500
0901001576,MIX_100,MIX_500
0901001577,MIX_100,MIX_500
0901001578,MIX_100,MIX_500
0901001579,MIX_100,MIX_500
0901001580,MIX_100,MIX_500
0901001581,MIX_100,MIX_500
0901001582,MIX_100,MIX_500
0901001583,MIX_100,MIX_500
0901001584,MIX_100,MIX_500
0901001585,MIX_100,MIX_500
0901001586,MIX_100,MIX_500
0901001587,MIX_100,MIX_500
0901001588,MIX_100,MIX_500
0901001589,MIX_100,MIX_500
0901001590,MIX_100,MIX_500
0901001591,MIX_100,MIX_500
0901001592,MIX_100,MIX_500
0901001593,MIX_100,MIX_500
0901001594,MIX_100,MIX_500
0901001595,MIX_100,MIX_500
0901001596,MIX_100,MIX_500
0901001597,MIX_100,MIX_500
0901001598,MIX_100,MIX_500
0901001599,MIX_100,MIX_500
0901001600,MIX_100,MIX_500
0901001601,MIX_100,MIX_500
0901001602,MIX_100,MIX_500
0901001603,MIX_100,MIX_500
0901001604,MIX_100,MIX_500
0901001605,MIX_100,MIX_500
0901001606,MIX_100,MIX_500
0901001607,MIX_100,MIX_500
0901001608,MIX_100,MIX_500
0901001609,MIX_100,MIX_500
0901001610,MIX_100,MIX_500
0901001611,MIX_100,MIX_500
0901001612,MIX_100,MIX_500
0901001613,MIX_100,MIX_500
0901001614,MIX_100,MIX_500
0901001615,MIX_100,MIX_500
0901001616,MIX_100,MIX_500
0901001617,MIX_100,MIX_500
0901001618,MIX_100,MIX_500
0901001619,MIX_100,MIX_500
0901001620,MIX_100,MIX_500
0901001621,MIX_100,MIX_500
0901001622,MIX_100,MIX_500
0901001623,MIX_100,MIX_500
0901001624,MIX_100,MIX_500
0901001625,MIX_100,MIX_500
0901001626,MIX_100,MIX_500
0901001627,MIX_100,MIX_500
0901001628,MIX_100,MIX_500
0901001629,MIX_100,MIX_500
0901001630,MIX_100,MIX_500
0901001631,MIX_100,MIX_500
0901001632,MIX_100,MIX_500
0901001633,MIX_100,MIX_500
0901001634,MIX_100,MIX_500
0901001635,MIX_100,MIX_500
0901001636,MIX_100,MIX_500
0901001637,MIX_100,MIX_500
0901001638,MIX_100,MIX_500
0901001639,MIX_100,MIX_500
0901001640,MIX_100,MIX_500
0901001641,MIX_100,MIX_500
0901001642,MIX_100,MIX_500
0901001643,MIX_100,MIX_500
0901001644,MIX_100,MIX_500
0901001645,MIX_100,MIX_500
0901001646,MIX_100,MIX_500
