MSISDN,IMSI,ICCID,Pin1,Puk1
0901000560,417010001000560,8910300000010005600,1234,5678
0901000561,417010001000561,8910300000010005618,1234,5678
0901000562,417010001000562,8910300000010005626,1234,5678
0901000563,417010001000563,8910300000010005634,1234,5678
0901000564,417010001000564,8910300000010005642,1234,5678
0901000565,417010001000565,8910300000010005659,1234,5678
0901000566,417010001000566,8910300000010005667,1234,5678
0901000567,417010001000567,8910300000010005675,1234,5678
0901000568,417010001000568,8910300000010005683,1234,5678
0901000569,417010001000569,8910300000010005691,1234,5678
0901000570,417010001000570,8910300000010005709,1234,5678
0901000571,417010001000571,8910300000010005717,1234,5678
0901000572,417010001000572,8910300000010005725,1234,5678
0901000573,417010001000573,8910300000010005733,1234,5678
0901000574,417010001000574,8910300000010005741,1234,5678
0901000575,417010001000575,8910300000010005758,1234,5678
0901000576,417010001000576,8910300000010005766,1234,5678
0901000577,417010001000577,8910300000010005774,1234,5678
0901000578,417010001000578,8910300000010005782,1234,5678
0901000579,417010001000579,8910300000010005790,1234,5678
0901000580,417010001000580,8910300000010005808,1234,5678
0901000581,417010001000581,8910300000010005816,1234,5678
0901000582,417010001000582,8910300000010005824,1234,5678
0901000583,417010001000583,8910300000010005832,1234,5678
0901000584,417010001000584,8910300000010005840,1234,5678
0901000585,417010001000585,8910300000010005857,1234,5678
0901000586,417010001000586,8910300000010005865,1234,5678
0901000587,417010001000587,8910300000010005873,1234,5678
0901000588,417010001000588,8910300000010005881,1234,5678
0901000589,417010001000589,8910300000010005899,1234,5678
0901000590,417010001000590,8910300000010005907,1234,5678
0901000591,417010001000591,8910300000010005915,1234,5678
0901000592,417010001000592,8910300000010005923,1234,5678
0901000593,417010001000593,8910300000010005931,1234,5678
0901000594,417010001000594,8910300000010005949,1234,5678
0901000595,417010001000595,8910300000010005956,1234,5678
0901000596,417010001000596,8910300000010005964,1234,5678
0901000597,417010001000597,8910300000010005972,1234,5678
0901000598,417010001000598,8910300000010005980,1234,5678
0901000599,417010001000599,8910300000010005998,1234,5678
,,INVALID_ICCID,,
0901000601,417010001000601,8910300000010006012,1234,5678
0901000602,417010001000602,8910300000010006020,1234,5678
0901000603,417010001000603,8910300000010006038,1234,5678
0901000604,417010001000604,8910300000010006046,1234,5678
0901000605,417010001000605,8910300000010006053,1234,5678
0901000606,417010001000606,8910300000010006061,1234,5678
0901000607,417010001000607,8910300000010006079,1234,5678
0901000608,417010001000608,8910300000010006087,1234,5678
0901000609,417010001000609,8910300000010006095,1234,5678
0901000610,417010001000610,8910300000010006103,1234,5678
0901000611,417010001000611,8910300000010006111,1234,5678
0901000612,417010001000612,8910300000010006129,1234,5678
0901000613,417010001000613,8910300000010006137,1234,5678
0901000614,417010001000614,8910300000010006145,1234,5678
0901000615,417010001000615,8910300000010006152,1234,5678
0901000616,417010001000616,8910300000010006160,1234,5678
0901000617,417010001000617,8910300000010006178,1234,5678
0901000618,417010001000618,8910300000010006186,1234,5678
0901000619,417010001000619,8910300000010006194,1234,5678
0901000620,417010001000620,8910300000010006202,1234,5678
0901000621,417010001000621,8910300000010006210,1234,5678
0901000622,417010001000622,8910300000010006228,1234,5678
0901000623,417010001000623,8910300000010006236,1234,5678
0901000624,417010001000624,8910300000010006244,1234,5678
0901000625,417010001000625,8910300000010006251,1234,5678
0901000626,417010001000626,8910300000010006269,1234,5678
0901000627,417010001000627,8910300000010006277,1234,5678
0901000628,417010001000628,8910300000010006285,1234,5678
0901000629,417010001000629,8910300000010006293,1234,5678
0901000630,417010001000630,8910300000010006301,1234,5678
0901000631,417010001000631,8910300000010006319,1234,5678
0901000632,417010001000632,8910300000010006327,1234,5678
0901000633,417010001000633,8910300000010006335,1234,5678
0901000634,417010001000634,8910300000010006343,1234,5678
0901000635,417010001000635,8910300000010006350,1234,5678
0901000636,417010001000636,8910300000010006368,1234,5678
0901000637,417010001000637,8910300000010006376,1234,5678
0901000638,417010001000638,8910300000010006384,1234,5678
0901000639,417010001000639,8910300000010006392,1234,5678
0901000640,417010001000640,8910300000010006400,1234,5678
0901000641,417010001000641,8910300000010006418,1234,5678
0901000642,417010001000642,8910300000010006426,1234,5678
0901000643,417010001000643,8910300000010006434,1234,5678
0901000644,417010001000644,8910300000010006442,1234,5678
0901000645,417010001000645,8910300000010006459,1234,5678
0901000646,417010001000646,8910300000010006467,1234,5678
0901000647,417010001000647,8910300000010006475,1234,5678
0901000648,417010001000648,8910300000010006483,1234,5678
0901000649,417010001000649,8910300000010006491,1234,5678
0901000650,417010001000650,8910300000010006509,1234,5678
0901000651,417010001000651,8910300000010006517,1234,5678
0901000652,417010001000652,8910300000010006525,1234,5678
0901000653,417010001000653,8910300000010006533,1234,5678
0901000654,417010001000654,8910300000010006541,1234,5678
0901000655,417010001000655,8910300000010006558,1234,5678
0901000656,417010001000656,8910300000010006566,1234,5678
0901000657,417010001000657,8910300000010006574,1234,5678
0901000658,417010001000658,8910300000010006582,1234,5678
0901000659,417010001000659,8910300000010006590,1234,5678
0901000660,417010001000660,8910300000010006608,1234,5678
0901000661,417010001000661,8910300000010006616,1234,5678
0901000662,417010001000662,8910300000010006624,1234,5678
0901000663,417010001000663,8910300000010006632,1234,5678
0901000664,417010001000664,8910300000010006640,1234,5678
0901000665,417010001000665,8910300000010006657,1234,5678
0901000666,417010001000666,8910300000010006665,1234,5678
0901000667,417010001000667,8910300000010006673,1234,5678
0901000668,417010001000668,8910300000010006681,1234,5678
0901000669,417010001000669,8910300000010006699,1234,5678
0901000670,417010001000670,8910300000010006707,1234,5678
0901000671,417010001000671,8910300000010006715,1234,5678
0901000672,417010001000672,8910300000010006723,1234,5678
0901000673,417010001000673,8910300000010006731,1234,5678
0901000674,417010001000674,8910300000010006749,1234,5678
0901000675,417010001000675,8910300000010006756,1234,5678
0901000676,417010001000676,8910300000010006764,1234,5678
0901000677,417010001000677,8910300000010006772,1234,5678
0901000678,417010001000678,8910300000010006780,1234,5678
0901000679,417010001000679,8910300000010006798,1234,5678
0901000680,417010001000680,8910300000010006806,1234,5678
0901000681,417010001000681,8910300000010006814,1234,5678
0901000682,417010001000682,8910300000010006822,1234,5678
0901000683,417010001000683,8910300000010006830,1234,5678
0901000684,417010001000684,8910300000010006848,1234,5678
0901000685,417010001000685,8910300000010006855,1234,5678
0901000686,417010001000686,8910300000010006863,1234,5678
0901000687,417010001000687,8910300000010006871,1234,5678
0901000688,417010001000688,8910300000010006889,1234,5678
0901000689,417010001000689,8910300000010006897,1234,5678
0901000690,417010001000690,8910300000010006905,1234,5678
0901000691,417010001000691,8910300000010006913,1234,5678
0901000692,417010001000692,8910300000010006921,1234,5678
0901000693,417010001000693,8910300000010006939,1234,5678
0901000694,417010001000694,8910300000010006947,1234,5678
0901000695,417010001000695,8910300000010006954,1234,5678
0901000696,417010001000696,8910300000010006962,1234,5678
0901000697,417010001000697,8910300000010006970,1234,5678
0901000698,417010001000698,8910300000010006988,1234,5678
0901000699,417010001000699,8910300000010006996,1234,5678
,,INVALID_ICCID,,
0901000701,417010001000701,8910300000010007010,1234,5678
0901000702,417010001000702,8910300000010007028,1234,5678
0901000703,417010001000703,8910300000010007036,1234,5678
0901000704,417010001000704,8910300000010007044,1234,5678
0901000705,417010001000705,8910300000010007051,1234,5678
0901000706,417010001000706,8910300000010007069,1234,5678
0901000707,417010001000707,8910300000010007077,1234,5678
0901000708,417010001000708,8910300000010007085,1234,5678
0901000709,417010001000709,8910300000010007093,1234,5678
0901000710,417010001000710,8910300000010007101,1234,5678
0901000711,417010001000711,8910300000010007119,1234,5678
0901000712,417010001000712,8910300000010007127,1234,5678
0901000713,417010001000713,8910300000010007135,1234,5678
0901000714,417010001000714,8910300000010007143,1234,5678
0901000715,417010001000715,8910300000010007150,1234,5678
0901000716,417010001000716,8910300000010007168,1234,5678
0901000717,417010001000717,8910300000010007176,1234,5678
0901000718,417010001000718,8910300000010007184,1234,5678
0901000719,417010001000719,8910300000010007192,1234,5678
0901000720,417010001000720,8910300000010007200,1234,5678
0901000721,417010001000721,8910300000010007218,1234,5678
0901000722,417010001000722,8910300000010007226,1234,5678
0901000723,417010001000723,8910300000010007234,1234,5678
0901000724,417010001000724,8910300000010007242,1234,5678
0901000725,417010001000725,8910300000010007259,1234,5678
0901000726,417010001000726,8910300000010007267,1234,5678
0901000727,417010001000727,8910300000010007275,1234,5678
0901000728,417010001000728,8910300000010007283,1234,5678
0901000729,417010001000729,8910300000010007291,1234,5678
0901000730,417010001000730,8910300000010007309,1234,5678
0901000731,417010001000731,8910300000010007317,1234,5678
0901000732,417010001000732,8910300000010007325,1234,5678
0901000733,417010001000733,8910300000010007333,1234,5678
0901000734,417010001000734,8910300000010007341,1234,5678
0901000735,417010001000735,8910300000010007358,1234,5678
0901000736,417010001000736,8910300000010007366,1234,5678
0901000737,417010001000737,8910300000010007374,1234,5678
0901000738,417010001000738,8910300000010007382,1234,5678
0901000739,417010001000739,8910300000010007390,1234,5678
0901000740,417010001000740,8910300000010007408,1234,5678
0901000741,417010001000741,8910300000010007416,1234,5678
0901000742,417010001000742,8910300000010007424,1234,5678
0901000743,417010001000743,8910300000010007432,1234,5678
0901000744,417010001000744,8910300000010007440,1234,5678
0901000745,417010001000745,8910300000010007457,1234,5678
0901000746,417010001000746,8910300000010007465,1234,5678
0901000747,417010001000747,8910300000010007473,1234,5678
0901000748,417010001000748,8910300000010007481,1234,5678
0901000749,417010001000749,8910300000010007499,1234,5678
0901000750,417010001000750,8910300000010007507,1234,5678
0901000751,417010001000751,8910300000010007515,1234,5678
0901000752,417010001000752,8910300000010007523,1234,5678
0901000753,417010001000753,8910300000010007531,1234,5678
0901000754,417010001000754,8910300000010007549,1234,5678
0901000755,417010001000755,8910300000010007556,1234,5678
0901000756,417010001000756,8910300000010007564,1234,5678
0901000757,417010001000757,8910300000010007572,1234,5678
0901000758,417010001000758,8910300000010007580,1234,5678
0901000759,417010001000759,8910300000010007598,1234,5678
0901000760,417010001000760,8910300000010007606,1234,5678
0901000761,417010001000761,8910300000010007614,1234,5678
0901000762,417010001000762,8910300000010007622,1234,5678
0901000763,417010001000763,8910300000010007630,1234,5678
0901000764,417010001000764,8910300000010007648,1234,5678
0901000765,417010001000765,8910300000010007655,1234,5678
0901000766,417010001000766,8910300000010007663,1234,5678
0901000767,417010001000767,8910300000010007671,1234,5678
0901000768,417010001000768,8910300000010007689,1234,5678
0901000769,417010001000769,8910300000010007697,1234,5678
0901000770,417010001000770,8910300000010007705,1234,5678
0901000771,417010001000771,8910300000010007713,1234,5678
0901000772,417010001000772,8910300000010007721,1234,5678
0901000773,417010001000773,8910300000010007739,1234,5678
0901000774,417010001000774,8910300000010007747,1234,5678
0901000775,417010001000775,8910300000010007754,1234,5678
0901000776,417010001000776,8910300000010007762,1234,5678
0901000777,417010001000777,8910300000010007770,1234,5678
0901000778,417010001000778,8910300000010007788,1234,5678
0901000779,417010001000779,8910300000010007796,1234,5678
0901000780,417010001000780,8910300000010007804,1234,5678
0901000781,417010001000781,8910300000010007812,1234,5678
0901000782,417010001000782,8910300000010007820,1234,5678
0901000783,417010001000783,8910300000010007838,1234,5678
0901000784,417010001000784,8910300000010007846,1234,5678
0901000785,417010001000785,8910300000010007853,1234,5678
0901000786,417010001000786,8910300000010007861,1234,5678
0901000787,417010001000787,8910300000010007879,1234,5678
0901000788,417010001000788,8910300000010007887,1234,5678
0901000789,417010001000789,8910300000010007895,1234,5678
0901000790,417010001000790,8910300000010007903,1234,5678
0901000791,417010001000791,8910300000010007911,1234,5678
0901000792,417010001000792,8910300000010007929,1234,5678
0901000793,417010001000793,8910300000010007937,1234,5678
0901000794,417010001000794,8910300000010007945,1234,5678
0901000795,417010001000795,8910300000010007952,1234,5678
0901000796,417010001000796,8910300000010007960,1234,5678
0901000797,417010001000797,8910300000010007978,1234,5678
0901000798,417010001000798,8910300000010007986,1234,5678
0901000799,417010001000799,8910300000010007994,1234,5678
,,INVALID_ICCID,,
0901000801,417010001000801,8910300000010008018,1234,5678
0901000802,417010001000802,8910300000010008026,1234,5678
0901000803,417010001000803,8910300000010008034,1234,5678
0901000804,417010001000804,8910300000010008042,1234,5678
0901000805,417010001000805,8910300000010008059,1234,5678
0901000806,417010001000806,8910300000010008067,1234,5678
0901000807,417010001000807,8910300000010008075,1234,5678
0901000808,417010001000808,8910300000010008083,1234,5678
0901000809,417010001000809,8910300000010008091,1234,5678
0901000810,417010001000810,8910300000010008109,1234,5678
0901000811,417010001000811,8910300000010008117,1234,5678
0901000812,417010001000812,8910300000010008125,1234,5678
0901000813,417010001000813,8910300000010008133,1234,5678
0901000814,417010001000814,8910300000010008141,1234,5678
0901000815,417010001000815,8910300000010008158,1234,5678
0901000816,417010001000816,8910300000010008166,1234,5678
0901000817,417010001000817,8910300000010008174,1234,5678
0901000818,417010001000818,8910300000010008182,1234,5678
0901000819,417010001000819,8910300000010008190,1234,5678
0901000820,417010001000820,8910300000010008208,1234,5678
0901000821,417010001000821,8910300000010008216,1234,5678
0901000822,417010001000822,8910300000010008224,1234,5678
0901000823,417010001000823,8910300000010008232,1234,5678
0901000824,417010001000824,8910300000010008240,1234,5678
0901000825,417010001000825,8910300000010008257,1234,5678
0901000826,417010001000826,8910300000010008265,1234,5678
0901000827,417010001000827,8910300000010008273,1234,5678
0901000828,417010001000828,8910300000010008281,1234,5678
0901000829,417010001000829,8910300000010008299,1234,5678
0901000830,417010001000830,8910300000010008307,1234,5678
0901000831,417010001000831,8910300000010008315,1234,5678
0901000832,417010001000832,8910300000010008323,1234,5678
0901000833,417010001000833,8910300000010008331,1234,5678
0901000834,417010001000834,8910300000010008349,1234,5678
0901000835,417010001000835,8910300000010008356,1234,5678
0901000836,417010001000836,8910300000010008364,1234,5678
0901000837,417010001000837,8910300000010008372,1234,5678
0901000838,417010001000838,8910300000010008380,1234,5678
0901000839,417010001000839,8910300000010008398,1234,5678
0901000840,417010001000840,8910300000010008406,1234,5678
0901000841,417010001000841,8910300000010008414,1234,5678
0901000842,417010001000842,8910300000010008422,1234,5678
0901000843,417010001000843,8910300000010008430,1234,5678
0901000844,417010001000844,8910300000010008448,1234,5678
0901000845,417010001000845,8910300000010008455,1234,5678
0901000846,417010001000846,8910300000010008463,1234,5678
0901000847,417010001000847,8910300000010008471,1234,5678
0901000848,417010001000848,8910300000010008489,1234,5678
0901000849,417010001000849,8910300000010008497,1234,5678
0901000850,417010001000850,8910300000010008505,1234,5678
0901000851,417010001000851,8910300000010008513,1234,5678
0901000852,417010001000852,8910300000010008521,1234,5678
0901000853,417010001000853,8910300000010008539,1234,5678
0901000854,417010001000854,8910300000010008547,1234,5678
0901000855,417010001000855,8910300000010008554,1234,5678
0901000856,417010001000856,8910300000010008562,1234,5678
0901000857,417010001000857,8910300000010008570,1234,5678
0901000858,417010001000858,8910300000010008588,1234,5678
0901000859,417010001000859,8910300000010008596,1234,5678
0901000860,417010001000860,8910300000010008604,1234,5678
0901000861,417010001000861,8910300000010008612,1234,5678
0901000862,417010001000862,8910300000010008620,1234,5678
0901000863,417010001000863,8910300000010008638,1234,5678
0901000864,417010001000864,8910300000010008646,1234,5678
0901000865,417010001000865,8910300000010008653,1234,5678
0901000866,417010001000866,8910300000010008661,1234,5678
0901000867,417010001000867,8910300000010008679,1234,5678
0901000868,417010001000868,8910300000010008687,1234,5678
0901000869,417010001000869,8910300000010008695,1234,5678
0901000870,417010001000870,8910300000010008703,1234,5678
0901000871,417010001000871,8910300000010008711,1234,5678
0901000872,417010001000872,8910300000010008729,1234,5678
0901000873,417010001000873,8910300000010008737,1234,5678
0901000874,417010001000874,8910300000010008745,1234,5678
0901000875,417010001000875,8910300000010008752,1234,5678
0901000876,417010001000876,8910300000010008760,1234,5678
0901000877,417010001000877,8910300000010008778,1234,5678
0901000878,417010001000878,8910300000010008786,1234,5678
0901000879,417010001000879,8910300000010008794,1234,5678
0901000880,417010001000880,8910300000010008802,1234,5678
0901000881,417010001000881,8910300000010008810,1234,5678
0901000882,417010001000882,8910300000010008828,1234,5678
0901000883,417010001000883,8910300000010008836,1234,5678
0901000884,417010001000884,8910300000010008844,1234,5678
0901000885,417010001000885,8910300000010008851,1234,5678
0901000886,417010001000886,8910300000010008869,1234,5678
0901000887,417010001000887,8910300000010008877,1234,5678
0901000888,417010001000888,8910300000010008885,1234,5678
0901000889,417010001000889,8910300000010008893,1234,5678
0901000890,417010001000890,8910300000010008901,1234,5678
0901000891,417010001000891,8910300000010008919,1234,5678
0901000892,417010001000892,8910300000010008927,1234,5678
0901000893,417010001000893,8910300000010008935,1234,5678
0901000894,417010001000894,8910300000010008943,1234,5678
0901000895,417010001000895,8910300000010008950,1234,5678
0901000896,417010001000896,8910300000010008968,1234,5678
0901000897,417010001000897,8910300000010008976,1234,5678
0901000898,417010001000898,8910300000010008984,1234,5678
0901000899,417010001000899,8910300000010008992,1234,5678
,,INVALID_ICCID,,
0901000901,417010001000901,8910300000010009016,1234,5678
0901000902,417010001000902,8910300000010009024,1234,5678
0901000903,417010001000903,8910300000010009032,1234,5678
0901000904,417010001000904,8910300000010009040,1234,5678
0901000905,417010001000905,8910300000010009057,1234,5678
0901000906,417010001000906,8910300000010009065,1234,5678
0901000907,417010001000907,8910300000010009073,1234,5678
0901000908,417010001000908,8910300000010009081,1234,5678
0901000909,417010001000909,8910300000010009099,1234,5678
0901000910,417010001000910,8910300000010009107,1234,5678
0901000911,417010001000911,8910300000010009115,1234,5678
0901000912,417010001000912,8910300000010009123,1234,5678
0901000913,417010001000913,8910300000010009131,1234,5678
0901000914,417010001000914,8910300000010009149,1234,5678
0901000915,417010001000915,8910300000010009156,1234,5678
0901000916,417010001000916,8910300000010009164,1234,5678
0901000917,417010001000917,8910300000010009172,1234,5678
0901000918,417010001000918,8910300000010009180,1234,5678
0901000919,417010001000919,8910300000010009198,1234,5678
0901000920,417010001000920,8910300000010009206,1234,5678
0901000921,417010001000921,8910300000010009214,1234,5678
0901000922,417010001000922,8910300000010009222,1234,5678
0901000923,417010001000923,8910300000010009230,1234,5678
0901000924,417010001000924,8910300000010009248,1234,5678
0901000925,417010001000925,8910300000010009255,1234,5678
0901000926,417010001000926,8910300000010009263,1234,5678
0901000927,417010001000927,8910300000010009271,1234,5678
0901000928,417010001000928,8910300000010009289,1234,5678
0901000929,417010001000929,8910300000010009297,1234,5678
0901000930,417010001000930,8910300000010009305,1234,5678
0901000931,417010001000931,8910300000010009313,1234,5678
0901000932,417010001000932,8910300000010009321,1234,5678
0901000933,417010001000933,8910300000010009339,1234,5678
0901000934,417010001000934,8910300000010009347,1234,5678
0901000935,417010001000935,8910300000010009354,1234,5678
0901000936,417010001000936,8910300000010009362,1234,5678
0901000937,417010001000937,8910300000010009370,1234,5678
0901000938,417010001000938,8910300000010009388,1234,5678
0901000939,417010001000939,8910300000010009396,1234,5678
0901000940,417010001000940,8910300000010009404,1234,5678
0901000941,417010001000941,8910300000010009412,1234,5678
0901000942,417010001000942,8910300000010009420,1234,5678
0901000943,417010001000943,8910300000010009438,1234,5678
0901000944,417010001000944,8910300000010009446,1234,5678
0901000945,417010001000945,8910300000010009453,1234,5678
0901000946,417010001000946,8910300000010009461,1234,5678
0901000947,417010001000947,8910300000010009479,1234,5678
0901000948,417010001000948,8910300000010009487,1234,5678
0901000949,417010001000949,8910300000010009495,1234,5678
0901000950,417010001000950,8910300000010009503,1234,5678
0901000951,417010001000951,8910300000010009511,1234,5678
0901000952,417010001000952,8910300000010009529,1234,5678
0901000953,417010001000953,8910300000010009537,1234,5678
0901000954,417010001000954,8910300000010009545,1234,5678
0901000955,417010001000955,8910300000010009552,1234,5678
0901000956,417010001000956,8910300000010009560,1234,5678
0901000957,417010001000957,8910300000010009578,1234,5678
0901000958,417010001000958,8910300000010009586,1234,5678
0901000959,417010001000959,8910300000010009594,1234,5678
0901000960,417010001000960,8910300000010009602,1234,5678
0901000961,417010001000961,8910300000010009610,1234,5678
0901000962,417010001000962,8910300000010009628,1234,5678
0901000963,417010001000963,8910300000010009636,1234,5678
0901000964,417010001000964,8910300000010009644,1234,5678
0901000965,417010001000965,8910300000010009651,1234,5678
0901000966,417010001000966,8910300000010009669,1234,5678
0901000967,417010001000967,8910300000010009677,1234,5678
0901000968,417010001000968,8910300000010009685,1234,5678
0901000969,417010001000969,8910300000010009693,1234,5678
0901000970,417010001000970,8910300000010009701,1234,5678
0901000971,417010001000971,8910300000010009719,1234,5678
0901000972,417010001000972,8910300000010009727,1234,5678
0901000973,417010001000973,8910300000010009735,1234,5678
0901000974,417010001000974,8910300000010009743,1234,5678
0901000975,417010001000975,8910300000010009750,1234,5678
0901000976,417010001000976,8910300000010009768,1234,5678
0901000977,417010001000977,8910300000010009776,1234,5678
0901000978,417010001000978,8910300000010009784,1234,5678
0901000979,417010001000979,8910300000010009792,1234,5678
0901000980,417010001000980,8910300000010009800,1234,5678
0901000981,417010001000981,8910300000010009818,1234,5678
0901000982,417010001000982,8910300000010009826,1234,5678
0901000983,417010001000983,8910300000010009834,1234,5678
0901000984,417010001000984,8910300000010009842,1234,5678
0901000985,417010001000985,8910300000010009859,1234,5678
0901000986,417010001000986,8910300000010009867,1234,5678
0901000987,417010001000987,8910300000010009875,1234,5678
0901000988,417010001000988,8910300000010009883,1234,5678
0901000989,417010001000989,8910300000010009891,1234,5678
0901000990,417010001000990,8910300000010009909,1234,5678
0901000991,417010001000991,8910300000010009917,1234,5678
0901000992,417010001000992,8910300000010009925,1234,5678
0901000993,417010001000993,8910300000010009933,1234,5678
0901000994,417010001000994,8910300000010009941,1234,5678
0901000995,417010001000995,8910300000010009958,1234,5678
0901000996,417010001000996,8910300000010009966,1234,5678
0901000997,417010001000997,8910300000010009974,1234,5678
0901000998,417010001000998,8910300000010009982,1234,5678
0901000999,417010001000999,8910300000010009990,1234,5678
,,INVALID_ICCID,,
0901001001,417010001001001,8910300000010010014,1234,5678
0901001002,417010001001002,8910300000010010022,1234,5678
0901001003,417010001001003,8910300000010010030,1234,5678
0901001004,417010001001004,8910300000010010048,1234,5678
0901001005,417010001001005,8910300000010010055,1234,5678
0901001006,417010001001006,8910300000010010063,1234,5678
0901001007,417010001001007,8910300000010010071,1234,5678
0901001008,417010001001008,8910300000010010089,1234,5678
0901001009,417010001001009,8910300000010010097,1234,5678
0901001010,417010001001010,8910300000010010105,1234,5678
0901001011,417010001001011,8910300000010010113,1234,5678
0901001012,417010001001012,8910300000010010121,1234,5678
0901001013,417010001001013,8910300000010010139,1234,5678
0901001014,417010001001014,8910300000010010147,1234,5678
0901001015,417010001001015,8910300000010010154,1234,5678
0901001016,417010001001016,8910300000010010162,1234,5678
0901001017,417010001001017,8910300000010010170,1234,5678
0901001018,417010001001018,8910300000010010188,1234,5678
0901001019,417010001001019,8910300000010010196,1234,5678
0901001020,417010001001020,8910300000010010204,1234,5678
0901001021,417010001001021,8910300000010010212,1234,5678
0901001022,417010001001022,8910300000010010220,1234,5678
0901001023,417010001001023,8910300000010010238,1234,5678
0901001024,417010001001024,8910300000010010246,1234,5678
0901001025,417010001001025,8910300000010010253,1234,5678
0901001026,417010001001026,8910300000010010261,1234,5678
0901001027,417010001001027,8910300000010010279,1234,5678
0901001028,417010001001028,8910300000010010287,1234,5678
0901001029,417010001001029,8910300000010010295,1234,5678
0901001030,417010001001030,8910300000010010303,1234,5678
0901001031,417010001001031,8910300000010010311,1234,5678
0901001032,417010001001032,8910300000010010329,1234,5678
0901001033,417010001001033,8910300000010010337,1234,5678
0901001034,417010001001034,8910300000010010345,1234,5678
0901001035,417010001001035,8910300000010010352,1234,5678
0901001036,417010001001036,8910300000010010360,1234,5678
0901001037,417010001001037,8910300000010010378,1234,5678
0901001038,417010001001038,8910300000010010386,1234,5678
0901001039,417010001001039,8910300000010010394,1234,5678
0901001040,417010001001040,8910300000010010402,1234,5678
0901001041,417010001001041,8910300000010010410,1234,5678
0901001042,417010001001042,8910300000010010428,1234,5678
0901001043,417010001001043,8910300000010010436,1234,5678
0901001044,417010001001044,8910300000010010444,1234,5678
0901001045,417010001001045,8910300000010010451,1234,5678
0901001046,417010001001046,8910300000010010469,1234,5678
0901001047,417010001001047,8910300000010010477,1234,5678
0901001048,417010001001048,8910300000010010485,1234,5678
0901001049,417010001001049,8910300000010010493,1234,5678
0901001050,417010001001050,8910300000010010501,1234,5678
0901001051,417010001001051,8910300000010010519,1234,5678
0901001052,417010001001052,8910300000010010527,1234,5678
0901001053,417010001001053,8910300000010010535,1234,5678
0901001054,417010001001054,8910300000010010543,1234,5678
0901001055,417010001001055,8910300000010010550,1234,5678
0901001056,417010001001056,8910300000010010568,1234,5678
0901001057,417010001001057,8910300000010010576,1234,5678
0901001058,417010001001058,8910300000010010584,1234,5678
0901001059,417010001001059,8910300000010010592,1234,5678
0901001060,417010001001060,8910300000010010600,1234,5678
0901001061,417010001001061,8910300000010010618,1234,5678
0901001062,417010001001062,8910300000010010626,1234,5678
0901001063,417010001001063,8910300000010010634,1234,5678
0901001064,417010001001064,8910300000010010642,1234,5678
0901001065,417010001001065,8910300000010010659,1234,5678
0901001066,417010001001066,8910300000010010667,1234,5678
0901001067,417010001001067,8910300000010010675,1234,5678
0901001068,417010001001068,8910300000010010683,1234,5678
0901001069,417010001001069,8910300000010010691,1234,5678
0901001070,417010001001070,8910300000010010709,1234,5678
0901001071,417010001001071,8910300000010010717,1234,5678
0901001072,417010001001072,8910300000010010725,1234,5678
0901001073,417010001001073,8910300000010010733,1234,5678
0901001074,417010001001074,8910300000010010741,1234,5678
0901001075,417010001001075,8910300000010010758,1234,5678
0901001076,417010001001076,8910300000010010766,1234,5678
0901001077,417010001001077,8910300000010010774,1234,5678
0901001078,417010001001078,8910300000010010782,1234,5678
0901001079,417010001001079,8910300000010010790,1234,5678
0901001080,417010001001080,8910300000010010808,1234,5678
0901001081,417010001001081,8910300000010010816,1234,5678
0901001082,417010001001082,8910300000010010824,1234,5678
0901001083,417010001001083,8910300000010010832,1234,5678
0901001084,417010001001084,8910300000010010840,1234,5678
0901001085,417010001001085,8910300000010010857,1234,5678
0901001086,417010001001086,8910300000010010865,1234,5678
0901001087,417010001001087,8910300000010010873,1234,5678
0901001088,417010001001088,8910300000010010881,1234,5678
0901001089,417010001001089,8910300000010010899,1234,5678
0901001090,417010001001090,8910300000010010907,1234,5678
0901001091,417010001001091,8910300000010010915,1234,5678
0901001092,417010001001092,8910300000010010923,1234,5678
0901001093,417010001001093,8910300000010010931,1234,5678
0901001094,417010001001094,8910300000010010949,1234,5678
0901001095,417010001001095,8910300000010010956,1234,5678
0901001096,417010001001096,8910300000010010964,1234,5678
0901001097,417010001001097,8910300000010010972,1234,5678
0901001098,417010001001098,8910300000010010980,1234,5678
0901001099,417010001001099,8910300000010010998,1234,5678
,,INVALID_ICCID,,
0901001101,417010001001101,8910300000010011012,1234,5678
0901001102,417010001001102,8910300000010011020,1234,5678
0901001103,417010001001103,8910300000010011038,1234,5678
0901001104,417010001001104,8910300000010011046,1234,5678
0901001105,417010001001105,8910300000010011053,1234,5678
0901001106,417010001001106,8910300000010011061,1234,5678
0901001107,417010001001107,8910300000010011079,1234,5678
0901001108,417010001001108,8910300000010011087,1234,5678
0901001109,417010001001109,8910300000010011095,1234,5678
0901001110,417010001001110,8910300000010011103,1234,5678
0901001111,417010001001111,8910300000010011111,1234,5678
0901001112,417010001001112,8910300000010011129,1234,5678
0901001113,417010001001113,8910300000010011137,1234,5678
0901001114,417010001001114,8910300000010011145,1234,5678
0901001115,417010001001115,8910300000010011152,1234,5678
0901001116,417010001001116,8910300000010011160,1234,5678
0901001117,417010001001117,8910300000010011178,1234,5678
0901001118,417010001001118,8910300000010011186,1234,5678
0901001119,417010001001119,8910300000010011194,1234,5678
0901001120,417010001001120,8910300000010011202,1234,5678
